Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1/1/09,,,,-1,,,,,,,,,,3.9
Bonneville,1/2/09,,,,-3,,,,,,,,,,3.9
Bonneville,1/3/09,,,,14,1,,,,,,,,,3.3
Bonneville,1/4/09,,,,8,2,,,,,,,,,3.3
Bonneville,1/5/09,,,,10,3,,,,,,,,,3.3
Bonneville,1/6/09,,,,4,2,,,,,,,,,3.3
Bonneville,1/7/09,,,,36,8,,,,,,,,,3.9
Bonneville,1/8/09,,,,7,1,,,,,,,,,4.4
Bonneville,1/9/09,,,,5,,,,,,,,,,4.4
Bonneville,1/10/09,,,,-2,1,,-1,,,,,,,4.4
Bonneville,1/11/09,,,,10,,,-2,,,,,,,4.4
Bonneville,1/12/09,,-2,,7,1,,,,,,,,,4.4
Bonneville,1/13/09,,-1,,16,8,,,,,,,,,4.4
Bonneville,1/14/09,,,,10,3,,,,,,,,,5
Bonneville,1/15/09,,,,1,,,,,,,,,,5
Bonneville,1/16/09,,,,8,4,,-1,,,,,,,4.4
Bonneville,1/17/09,,,,3,1,,,,,,,,,4.4
Bonneville,1/18/09,,-1,,11,6,,,,,,,,,3.9
Bonneville,1/19/09,,,,9,5,,,,,,,,,4.4
Bonneville,1/20/09,,,,-1,,,,,,,,,,4.4
Bonneville,1/21/09,,,-1,3,2,,,,,,,,,4.4
Bonneville,1/22/09,,,,,1,,,,,,,,,3.9
Bonneville,1/23/09,,,,1,1,,,,,,,,,3.9
Bonneville,1/24/09,,,,2,2,,,,,,,,,3.9
Bonneville,1/25/09,,,,2,,,,,,,,,,3.3
Bonneville,1/26/09,,,,1,1,,,,,,,,,3.3
Bonneville,1/27/09,,,,,,,,,,,,,,3.3
Bonneville,1/28/09,,,,1,,,,,,,,,,2.8
Bonneville,1/29/09,,,,,,,,,,,,,,2.8
Bonneville,1/30/09,,,,1,,,,,,,,,,3.3
Bonneville,1/31/09,,,,4,2,,,,,,,,,3.3
Bonneville,2/1/09,,,,,,,,,,,,,,3.3
Bonneville,2/2/09,,,,,,,,,,,,,,3.3
Bonneville,2/3/09,,,,5,4,,,,,,,,,3.3
Bonneville,2/4/09,,,,,,,,,,,,,,3.3
Bonneville,2/5/09,,,,,,,,,,,,,,3.3
Bonneville,2/6/09,,,,,,,,,,,,,,3.3
Bonneville,2/7/09,,,,,,,,,,,,,,3.3
Bonneville,2/8/09,,,,,,,,,,,,,,3.3
Bonneville,2/9/09,,,,-1,,,,,,,,,,3.3
Bonneville,2/10/09,,,,,,,,,,,,,,3.3
Bonneville,2/11/09,,,,5,1,,,,,,,,,2.8
Bonneville,2/12/09,,,,,,,,,,,,,,2.8
Bonneville,2/13/09,,,,,,,,,,,,,,2.8
Bonneville,2/14/09,,,,1,,,,,,,,,,2.8
Bonneville,2/15/09,,,,,,,,,,,,,,2.8
Bonneville,2/16/09,,,,,,,,,,,,,,2.8
Bonneville,2/17/09,,,,-2,-1,,,,,,,,,2.8
Bonneville,2/18/09,,,,,,,,,,,,,,3.3
Bonneville,2/19/09,,,,1,,,,,,,,,,3.3
Bonneville,2/20/09,,,,,,,,,,,,,,3.3
Bonneville,2/21/09,,,,3,1,,,,,,,,,3.3
Bonneville,2/22/09,,,,2,,,,,,,,,,3.3
Bonneville,2/23/09,,,,-2,,,,,,,,,,3.3
Bonneville,2/24/09,,,,3,1,,,,,,,,,3.3
Bonneville,2/25/09,,,,8,4,,,,,,,,,3.3
Bonneville,2/26/09,,,,7,,,,,,,,,,3.3
Bonneville,2/27/09,,,,12,2,,,,,,,,,3.3
Bonneville,2/28/09,,,,1,,,,,,,,,,3.3
Bonneville,3/1/09,,,,13,3,,,,,,,,,3.9
Bonneville,3/2/09,,1,,9,3,,,,,,,,,3.9
Bonneville,3/3/09,,,,20,10,,,,,,,,,3.9
Bonneville,3/4/09,,,,8,3,,,,,,,,,4.4
Bonneville,3/5/09,,,,9,5,,,,,,,,,4.4
Bonneville,3/6/09,,3,,14,6,,,,,,,,,4.4
Bonneville,3/7/09,,,,11,1,,,,,,,,,
Bonneville,3/8/09,,1,,-1,-2,,,,,,,,,3.9
Bonneville,3/9/09,,12,,8,5,,,,,,,,,4.4
Bonneville,3/10/09,,,,3,3,,,,,,,,,4.4
Bonneville,3/11/09,,,,4,-1,,,,,,,,,4.4
Bonneville,3/12/09,,2,,7,1,,,,,,,,,4.4
Bonneville,3/13/09,,4,,3,3,,,,,,,,,4.4
Bonneville,3/14/09,,,,3,2,,,,,,,,,4.4
Bonneville,3/15/09,Sp,2,,17,-1,,,,,,,,,4.4
Bonneville,3/16/09,Sp,3,,16,8,,,,,,,,,4.4
Bonneville,3/17/09,Sp,2,,12,3,,,,,,,,,4.4
Bonneville,3/18/09,Sp,3,,11,-3,,,,,,,,,5
Bonneville,3/19/09,Sp,14,,24,13,,,,,,,,,5.1
Bonneville,3/20/09,Sp,3,,21,9,,,,,,,,,5.2
Bonneville,3/21/09,Sp,10,,47,16,,,,,,,,,5.4
Bonneville,3/22/09,Sp,7,,43,13,,,,,,,,,5.5
Bonneville,3/23/09,Sp,9,,32,10,,,,,,,,,5.6
Bonneville,3/24/09,Sp,10,,28,13,,,,,,,,,5.7
Bonneville,3/25/09,Sp,9,,30,11,,,,,,,,,5.8
Bonneville,3/26/09,Sp,12,,37,13,,,,,,,,,5.9
Bonneville,3/27/09,Sp,10,,53,14,,,,,,,,,6.1
Bonneville,3/28/09,Sp,6,,31,7,,,,,,,,,6.2
Bonneville,3/29/09,Sp,9,,39,10,,,,,,,,,6.3
Bonneville,3/30/09,Sp,9,,74,17,,,,,,,,,6.4
Bonneville,3/31/09,Sp,23,,51,24,,,,,,,,,6.4
Bonneville,4/1/09,Sp,10,,12,4,,,,,,,,,6.4
Bonneville,4/2/09,Sp,12,,31,9,,,,,,,,,6.5
Bonneville,4/3/09,Sp,47,,52,19,,,,,,,,,6.6
Bonneville,4/4/09,Sp,42,,73,28,,,,,,,,,6.8
Bonneville,4/5/09,Sp,65,,70,23,,,,,,,,,7
Bonneville,4/6/09,Sp,100,1,62,22,,,,,,,,,7.2
Bonneville,4/7/09,Sp,79,,71,24,,,,,,,,,7.4
Bonneville,4/8/09,Sp,88,1,53,21,,,,,,,,,7.6
Bonneville,4/9/09,Sp,130,1,75,28,,,,,,,,,7.8
Bonneville,4/10/09,Sp,179,,77,38,,,,,,,,,7.8
Bonneville,4/11/09,Sp,97,,36,10,,,,,,,,,7.8
Bonneville,4/12/09,Sp,101,,53,23,,,,,,,,,8
Bonneville,4/13/09,Sp,74,2,48,27,,,,,,,,,8.1
Bonneville,4/14/09,Sp,89,,77,29,,,,,,,,,8
Bonneville,4/15/09,Sp,55,,61,21,,,,,,,,,8.1
Bonneville,4/16/09,Sp,112,2,54,14,,,,,,,,,8.6
Bonneville,4/17/09,Sp,152,6,41,12,,,,,,,,,9.1
Bonneville,4/18/09,Sp,258,5,43,16,,,,,,,,,9.3
