Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,3/15/1997,Sp,4,,21,1,,,,,,,,,5.6
Bonneville,3/16/1997,Sp,1,,85,,,,,,,,,,5.7
Bonneville,3/17/1997,Sp,12,,41,,,,,,,,,,6
Bonneville,3/18/1997,Sp,2,,24,1,,,,,,,,,6.3
Bonneville,3/19/1997,Sp,11,,64,1,,,,,,,,,6.3
Bonneville,3/20/1997,Sp,10,,48,6,,,,,,,,,6.4
Bonneville,3/21/1997,Sp,6,,39,1,,,,,,,,,6.3
Bonneville,3/22/1997,Sp,16,,42,8,,,,,,,,,6.3
Bonneville,3/23/1997,Sp,14,,77,4,,,,,,,,,6.5
Bonneville,3/24/1997,Sp,13,,100,2,,,,,,,,,6.8
Bonneville,3/25/1997,Sp,20,,49,,,,,,,,,,7.1
Bonneville,3/26/1997,Sp,43,,83,7,,,,,,,,,7.3
Bonneville,3/27/1997,Sp,50,,84,2,,,,,,,,,7.5
Bonneville,3/28/1997,Sp,19,,39,3,,,,,,,,,7.5
Bonneville,3/29/1997,Sp,30,,37,3,,,,,,,,,7.6
Bonneville,3/30/1997,Sp,18,,38,1,,,,,,,,,7.7
Bonneville,3/31/1997,Sp,20,,50,1,,,,,,,,,7.7
Bonneville,4/1/1997,Sp,87,,75,13,,,,,,,,,7.6
Bonneville,4/2/1997,Sp,79,,85,22,,,,,,,,,7.6
Bonneville,4/3/1997,Sp,174,,70,8,,,,,,,,,7.6
Bonneville,4/4/1997,Sp,331,,69,17,,,,,,,,,7.5
Bonneville,4/5/1997,Sp,398,,60,5,,,,,,,,,7.6
Bonneville,4/6/1997,Sp,409,,62,20,,,,,,,,,7.6
Bonneville,4/7/1997,Sp,1095,,101,24,,,,,,,,,7.8
Bonneville,4/8/1997,Sp,2221,,115,32,,,,,,,,,8
Bonneville,4/9/1997,Sp,1835,,73,21,,,,,,,,,8
Bonneville,4/10/1997,Sp,2217,,87,15,,,,,,,,,8.1
Bonneville,4/11/1997,Sp,2303,,60,10,,,,,,,,,8.2
Bonneville,4/12/1997,Sp,2227,,60,9,,,,,,,,,8.4
Bonneville,4/13/1997,Sp,4677,,75,14,,,,,,,,,8.7
Bonneville,4/14/1997,Sp,4936,15,71,22,,,,,,,,,8.8
Bonneville,4/15/1997,Sp,6011,18,90,9,,,,,,,,,9.1
Bonneville,4/16/1997,Sp,3800,6,86,16,,,,,,,,,9.2
Bonneville,4/17/1997,Sp,3280,9,66,19,,,,,,,,,9.2
Bonneville,4/18/1997,Sp,3606,7,39,9,,,,,,,,,9.4
Bonneville,4/19/1997,Sp,2781,3,56,4,,,,,,,,,9.2
Bonneville,4/20/1997,Sp,3791,12,55,8,,,,,,,,,9.3
Bonneville,4/21/1997,Sp,1724,5,54,-2,,,,,,,,,9.5
Bonneville,4/22/1997,Sp,2764,4,43,3,,,,,,,,,9.8
Bonneville,4/23/1997,Sp,2719,9,67,14,,,,,,,,,10
Bonneville,4/24/1997,Sp,1451,13,42,-4,,,,,,,,,10.2
Bonneville,4/25/1997,Sp,1045,1,47,,,,,,,,,,10.5
Bonneville,4/26/1997,Sp,1090,4,42,6,,,,,,,,,10.9
Bonneville,4/27/1997,Sp,2330,16,59,6,,,,,,,,,10.8
Bonneville,4/28/1997,Sp,2430,6,37,6,,,,,,,,,10.7
Bonneville,4/29/1997,Sp,2535,15,45,12,,,,,,,,,10.7
Bonneville,4/30/1997,Sp,2345,13,39,4,,,,,,,,,10.5
Bonneville,5/1/1997,Sp,1596,10,46,3,,,,,,,,,10.2
Bonneville,5/2/1997,Sp,1268,20,36,2,,,,,,,,,10.3
Bonneville,5/3/1997,Sp,1100,9,37,3,,,,,,,,,10.5
Bonneville,5/4/1997,Sp,1756,14,35,3,,,,,,,,,10.6
Bonneville,5/5/1997,Sp,2737,16,53,2,,,,,,,,,11
Bonneville,5/6/1997,Sp,3251,21,57,2,,,,,,,,,10.9
Bonneville,5/7/1997,Sp,3145,29,54,2,,,,,,,,,11
Bonneville,5/8/1997,Sp,2781,48,70,5,,,,,,,,,11.1
Bonneville,5/9/1997,Sp,3199,49,93,2,,,,1,,,,,11.3
Bonneville,5/10/1997,Sp,3330,76,95,9,,,,,,,,,11.7
Bonneville,5/11/1997,Sp,3386,54,99,15,1,,,1,,,,,12
Bonneville,5/12/1997,Sp,2883,48,81,2,2,,,17,,,,,12
Bonneville,5/13/1997,Sp,1798,37,102,6,,,,28,,,,,12.1
Bonneville,5/14/1997,Sp,1273,37,70,3,,,,73,,,,,12.5
Bonneville,5/15/1997,Sp,1770,74,111,19,,,,317,,,,,13
Bonneville,5/16/1997,Sp,1397,41,107,7,,,,1901,,,,,13.3
Bonneville,5/17/1997,Sp,1163,33,88,15,,,,2862,,,,,13.3
Bonneville,5/18/1997,Sp,637,15,85,3,,,,1687,,,,,13.4
Bonneville,5/19/1997,Sp,908,24,104,4,,,,1863,,,,,13.5
Bonneville,5/20/1997,Sp,762,13,90,4,,,,4177,,,,,13.4
Bonneville,5/21/1997,Sp,528,20,97,2,,,,4210,,,,,13.2
Bonneville,5/22/1997,Sp,560,13,72,7,,,,5159,,,,,13.2
Bonneville,5/23/1997,Sp,504,11,74,2,,,,1564,,,,,12.9
Bonneville,5/24/1997,Sp,413,15,53,,,,,636,,,,,12.9
Bonneville,5/25/1997,Sp,281,6,74,,,,,440,,,,,12.8
Bonneville,5/26/1997,Sp,381,15,75,,,,,1468,,,,,12.9
Bonneville,5/27/1997,Sp,721,17,98,9,,,,3881,,,,,13.1
Bonneville,5/28/1997,Sp,744,12,77,9,,,,12252,,,,,13.1
Bonneville,5/29/1997,Sp,978,8,94,7,1,,,15377,,,,,13.6
Bonneville,5/30/1997,Sp,887,11,96,6,4,,,8103,,,,,13.6
Bonneville,5/31/1997,Sp,883,11,111,17,1,,,31490,,,,,13.8
Bonneville,6/1/1997,Su,870,10,132,7,7,,,19020,,,,,14
Bonneville,6/2/1997,Su,903,7,101,6,3,,,25766,,,,,14.1
Bonneville,6/3/1997,Su,710,3,162,1,9,,,38393,,,,,14.3
Bonneville,6/4/1997,Su,555,7,105,3,6,,,37820,,,,,14.4
Bonneville,6/5/1997,Su,576,7,120,,6,,,44840,,,,,14.6
Bonneville,6/6/1997,Su,752,4,130,4,10,,,64718,,,,,14.7
Bonneville,6/7/1997,Su,682,8,120,10,23,,,64593,,,,,14.7
Bonneville,6/8/1997,Su,715,2,126,18,35,,,37977,,,,,14.7
Bonneville,6/9/1997,Su,739,3,99,5,47,,,33804,,,,,14.9
Bonneville,6/10/1997,Su,813,9,92,5,46,,,61978,,,,,15
Bonneville,6/11/1997,Su,900,10,120,16,91,,,52467,,,,,15
Bonneville,6/12/1997,Su,622,6,131,12,169,,,54349,,,,,14.8
Bonneville,6/13/1997,Su,529,10,147,12,210,,,47936,,,,,14.7
Bonneville,6/14/1997,Su,342,6,121,,188,,,41507,,,,,14.9
Bonneville,6/15/1997,Su,544,6,188,10,415,,,85635,,,,,15.2
Bonneville,6/16/1997,Su,604,6,201,12,494,,,113118,,,,,15.5
Bonneville,6/17/1997,Su,934,12,207,14,794,,,104287,,,,,15.6
Bonneville,6/18/1997,Su,855,15,252,19,1028,,,96066,,,,,15.9
Bonneville,6/19/1997,Su,711,18,285,19,1110,,,65342,,,,,15.8
Bonneville,6/20/1997,Su,605,22,249,24,1119,,,51918,,,,,15.7
Bonneville,6/21/1997,Su,573,22,330,20,1189,,,90807,,,,,15.6
Bonneville,6/22/1997,Su,610,18,398,30,1418,,,61013,,,,,15.6
Bonneville,6/23/1997,Su,499,28,426,23,1552,,,82322,,,,,15.7
Bonneville,6/24/1997,Su,504,18,318,15,1280,,,45676,,,,,16.1
Bonneville,6/25/1997,Su,479,17,393,22,1465,,,75064,,,,,16.4
Bonneville,6/26/1997,Su,426,28,398,21,1480,,,73938,,,,,16.6
Bonneville,6/27/1997,Su,435,23,448,54,1732,,,43680,,,,,16.3
Bonneville,6/28/1997,Su,488,15,547,49,1921,,,54005,,,,,15.9
Bonneville,6/29/1997,Su,469,26,564,60,2475,,,34280,,,,,16.1
Bonneville,6/30/1997,Su,498,21,620,50,2805,,,58188,,,,,16.3
Bonneville,7/1/1997,Su,576,81,599,60,2116,,,25927,,,,,16.5
Bonneville,7/2/1997,Su,516,29,611,63,1962,,,26583,,,,,16.9
Bonneville,7/3/1997,Su,409,44,595,60,1876,,,40514,,,,,17.2
Bonneville,7/4/1997,Su,458,54,608,77,2072,,,28190,,,,,17.6
Bonneville,7/5/1997,Su,530,42,743,87,2044,,,31704,,,,,17.8
Bonneville,7/6/1997,Su,562,43,668,94,1332,,,27290,,,,,18.1
Bonneville,7/7/1997,Su,423,56,738,115,1176,,,14445,,,,,18.4
Bonneville,7/8/1997,Su,368,40,889,169,1279,,,26938,,,,,18.6
Bonneville,7/9/1997,Su,351,41,951,173,1016,,,16529,,,,,18.7
Bonneville,7/10/1997,Su,320,53,943,183,756,,,17072,,,,,18.8
Bonneville,7/11/1997,Su,300,40,899,189,635,1,,11353,,,,,18.9
Bonneville,7/12/1997,Su,271,47,730,141,410,,,11280,,,,,19
Bonneville,7/13/1997,Su,298,47,796,164,483,,,8632,,,,,19.2
Bonneville,7/14/1997,Su,268,33,1013,236,567,,,6221,,,,,19.4
Bonneville,7/15/1997,Su,213,69,874,148,547,,,4217,,,,,19.6
Bonneville,7/16/1997,Su,185,48,973,211,493,,,2768,,,,,19.5
Bonneville,7/17/1997,Su,229,52,1188,259,551,4,,4049,,,,,19.2
Bonneville,7/18/1997,Su,211,52,1320,297,567,1,,1797,,,,,18.9
Bonneville,7/19/1997,Su,211,61,1256,285,502,,,1837,,,,,19.1
Bonneville,7/20/1997,Su,212,69,1726,395,553,,,1956,,,,,19.6
Bonneville,7/21/1997,Su,169,45,1740,465,329,,,1118,,,,,19.6
Bonneville,7/22/1997,Su,177,54,1984,539,378,1,,627,,,,,19.7
Bonneville,7/23/1997,Su,137,59,2116,522,341,,,512,,,,,19.8
Bonneville,7/24/1997,Su,126,44,2262,565,349,,,481,,,,,20
Bonneville,7/25/1997,Su,197,50,3153,854,324,1,,234,,,,,20.1
Bonneville,7/26/1997,Su,201,59,2911,773,235,2,,127,,,,,20.2
Bonneville,7/27/1997,Su,197,46,3310,775,166,4,,86,,,,,20.5
Bonneville,7/28/1997,Su,165,56,3488,942,133,4,,116,,,,,20.8
Bonneville,7/29/1997,Su,287,45,5284,1268,136,1,,53,,,,,21
Bonneville,7/30/1997,Su,249,44,6438,1475,86,,,58,,,,,20.9
Bonneville,7/31/1997,Su,181,36,5379,1161,76,,,65,,,,,20.9
Bonneville,8/1/1997,Fa,216,42,6130,1171,80,,,75,,,,,20.9
Bonneville,8/2/1997,Fa,248,42,5689,1044,54,,,70,,,,,21
Bonneville,8/3/1997,Fa,497,42,8054,1309,58,,,261,,,,,21.2
Bonneville,8/4/1997,Fa,583,62,7273,1112,37,,,48,,,,,21.4
Bonneville,8/5/1997,Fa,391,60,7025,1002,33,3,,60,,,,,21.7
Bonneville,8/6/1997,Fa,354,35,4873,625,24,4,,21,,,,,21.9
Bonneville,8/7/1997,Fa,574,42,5392,673,28,,,5,,,,,21.9
Bonneville,8/8/1997,Fa,487,41,5560,732,7,1,,17,,,,,21.9
Bonneville,8/9/1997,Fa,426,43,4813,553,6,,,11,,,,,21.8
Bonneville,8/10/1997,Fa,436,25,4252,475,3,5,1,26,,,,,22.1
Bonneville,8/11/1997,Fa,464,35,4413,530,9,5,,24,,,,,22.4
Bonneville,8/12/1997,Fa,452,35,4319,401,10,2,,18,,,,,22.6
Bonneville,8/13/1997,Fa,407,42,3700,432,10,4,,4,,,,,22.8
Bonneville,8/14/1997,Fa,315,31,2688,257,2,6,,1,,,,,22.8
Bonneville,8/15/1997,Fa,691,46,2669,263,2,,,2,,,,,22.4
Bonneville,8/16/1997,Fa,618,57,1675,171,4,,,4,,,,,22.3
Bonneville,8/17/1997,Fa,965,60,1834,258,3,1,,4,,,,,22.5
Bonneville,8/18/1997,Fa,1656,57,1626,182,1,1,,14,,,,,22.4
Bonneville,8/19/1997,Fa,1933,78,2325,321,,13,,23,,,,,22.4
Bonneville,8/20/1997,Fa,1575,102,3935,449,2,18,,11,,,,,22.3
Bonneville,8/21/1997,Fa,756,83,4714,445,,15,,4,,,,,22.1
Bonneville,8/22/1997,Fa,671,55,4069,370,3,24,1,8,,,,,22.3
Bonneville,8/23/1997,Fa,989,46,3612,308,,13,1,5,,,,,22.3
Bonneville,8/24/1997,Fa,2335,67,2921,271,4,25,2,37,,,,,22.3
Bonneville,8/25/1997,Fa,2917,118,3106,304,2,91,7,6,,,,,22.4
Bonneville,8/26/1997,Fa,2898,113,3191,311,,123,7,5,,,,,22.7
