Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,3/15/1996,Sp,,,88,8,,,,,,,,,6.1
Bonneville,3/16/1996,Sp,,,72,8,,,,,,,,,5.3
Bonneville,3/17/1996,Sp,,,56,6,,,,,,,,,5.6
Bonneville,3/18/1996,Sp,,,56,8,,,,,,,,,5.8
Bonneville,3/19/1996,Sp,,,58,8,,,,,,,,,6
Bonneville,3/20/1996,Sp,,,56,4,,,,,,,,,6.7
Bonneville,3/21/1996,Sp,2,,72,4,,,,,,,,,7
Bonneville,3/22/1996,Sp,4,,76,6,,,,,,,,,7.2
Bonneville,3/23/1996,Sp,,,60,4,,,,,,,,,7.3
Bonneville,3/24/1996,Sp,12,,60,14,,,,,,,,,7.3
Bonneville,3/25/1996,Sp,8,,34,8,,,,,,,,,7.3
Bonneville,3/26/1996,Sp,6,,48,4,,,,,,,,,7.4
Bonneville,3/27/1996,Sp,4,,24,4,,,,,,,,,7.4
Bonneville,3/28/1996,Sp,12,,44,10,,,,,,,,,7.4
Bonneville,3/29/1996,Sp,10,,30,8,,,,,,,,,7.3
Bonneville,3/30/1996,Sp,4,,48,6,,,,,,,,,7.4
Bonneville,3/31/1996,Sp,10,,36,4,,,,,,,,,7.3
Bonneville,4/1/1996,Sp,12,,114,30,,,,,,,,,7.4
Bonneville,4/2/1996,Sp,18,,72,20,,,,,,,,,7.5
Bonneville,4/3/1996,Sp,22,,60,9,,,,,,,,,7.7
Bonneville,4/4/1996,Sp,61,2,47,4,,,,,,,,,7.9
Bonneville,4/5/1996,Sp,94,2,45,8,,,,,,,,,8
Bonneville,4/6/1996,Sp,101,2,94,6,,,,,,,,,8.2
Bonneville,4/7/1996,Sp,194,,131,32,,,,,,,,,8.6
Bonneville,4/8/1996,Sp,333,7,118,31,,,,,,,,,9
Bonneville,4/9/1996,Sp,566,2,96,25,,,,,,,,,9.3
Bonneville,4/10/1996,Sp,567,2,77,17,,,,,,,,,9.4
Bonneville,4/11/1996,Sp,349,9,53,16,,,,,,,,,9.4
Bonneville,4/12/1996,Sp,235,1,29,1,,,,,,,,,9.3
Bonneville,4/13/1996,Sp,309,2,39,8,,,,,,,,,9.6
Bonneville,4/14/1996,Sp,380,5,55,7,,,,,,,,,9.8
Bonneville,4/15/1996,Sp,314,6,69,14,,,,,,,,,10
Bonneville,4/16/1996,Sp,484,7,50,3,,,,,,,,,10.3
Bonneville,4/17/1996,Sp,395,16,61,9,,,,,,,,,10.4
Bonneville,4/18/1996,Sp,522,15,57,15,,,,,,,,,10.3
Bonneville,4/19/1996,Sp,801,34,66,2,,,,,,,,,10.3
Bonneville,4/20/1996,Sp,541,25,37,8,,,,,,,,,10.4
Bonneville,4/21/1996,Sp,726,59,51,5,,,,,,,,,10.5
Bonneville,4/22/1996,Sp,826,34,47,10,,,,,,,,,10.3
Bonneville,4/23/1996,Sp,1129,42,47,7,,,,,,,,,10.1
Bonneville,4/24/1996,Sp,1255,60,40,7,,,,,,,,,10
Bonneville,4/25/1996,Sp,874,37,50,6,,,,,,,,,10
Bonneville,4/26/1996,Sp,1103,73,45,2,,,,,,,,,10
Bonneville,4/27/1996,Sp,1831,97,36,-2,,,,,,,,,10.3
Bonneville,4/28/1996,Sp,1687,87,33,6,,,,,,,,,10.5
Bonneville,4/29/1996,Sp,1836,99,27,3,,,,,,,,,10.8
Bonneville,4/30/1996,Sp,2377,66,30,6,,,,,,,,,11.1
Bonneville,5/1/1996,Sp,2073,101,22,-1,,,,,,,,,11.2
Bonneville,5/2/1996,Sp,1545,110,20,-3,,,,,,,,,11.1
Bonneville,5/3/1996,Sp,342,39,3,,,,,,,,,,11
Bonneville,5/4/1996,Sp,747,78,6,,,,,,,,,,11.2
Bonneville,5/5/1996,Sp,1198,153,49,5,,,,,,,,,11.3
Bonneville,5/6/1996,Sp,1935,233,80,5,,,,,,,,,11.4
Bonneville,5/7/1996,Sp,2123,196,116,5,,,,,,,,,11.3
Bonneville,5/8/1996,Sp,2616,270,81,-1,,,,,,,,,10.8
Bonneville,5/9/1996,Sp,3144,369,173,6,,,,,,,,,10.8
Bonneville,5/10/1996,Sp,2242,286,125,6,,,,,,,,,11
Bonneville,5/11/1996,Sp,2026,239,85,4,,,,,,,,,11.3
Bonneville,5/12/1996,Sp,1614,256,102,7,,,,,,,,,11.4
Bonneville,5/13/1996,Sp,1570,263,110,14,,,,20,,,,,11.5
Bonneville,5/14/1996,Sp,1576,174,79,10,,,,32,,,,,11.9
Bonneville,5/15/1996,Sp,1035,141,92,7,,,,112,,,,,12.1
Bonneville,5/16/1996,Sp,715,145,108,11,,,,536,,,,,12.2
Bonneville,5/17/1996,Sp,819,156,107,15,,,,832,,,,,12.4
Bonneville,5/18/1996,Sp,517,81,84,9,,,,482,,,,,12.4
Bonneville,5/19/1996,Sp,514,96,97,1,,,,196,,,,,12.4
