Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1/1/07,,,,12,4,,,,,,,,,5
Bonneville,1/2/07,,,,38,13,,,,,,,,,5
Bonneville,1/3/07,,,,60,20,,,,,,,,,5
Bonneville,1/4/07,,,,70,24,,,,,,,,,5.6
Bonneville,1/5/07,,,,24,6,,,,,,,,,5
Bonneville,1/6/07,,,,64,20,,,,,,,,,5
Bonneville,1/7/07,,,,42,14,,,,,,,,,5.6
Bonneville,1/8/07,,,,41,13,,,,,,,,,5.6
Bonneville,1/9/07,,,,42,13,,,,,,,,,5.6
Bonneville,1/10/07,,,,40,11,,,,,,,,,5.6
Bonneville,1/11/07,,,,14,6,,,,,,,,,5.6
Bonneville,1/12/07,,,,16,4,,-1,,,,,,,5
Bonneville,1/13/07,,,,11,5,,,,,,,,,4.4
Bonneville,1/14/07,,,,2,1,,-1,,,,,,,3.9
Bonneville,1/15/07,,,,4,2,,,,,,,,,3.9
Bonneville,1/16/07,,,,7,2,,,,,,,,,3.3
Bonneville,1/17/07,,,,17,-2,,,,,,,,,3.9
Bonneville,1/18/07,,,,9,1,,,,,,,,,3.9
Bonneville,1/19/07,,1,,11,4,,,,,,,,,3.9
Bonneville,1/20/07,,,,13,2,,,,,,,,,3.9
Bonneville,1/21/07,,,,12,1,,,,,,,,,3.9
Bonneville,1/22/07,,,,7,2,,,,,,,,,3.9
Bonneville,1/23/07,,,,1,1,,,,,,,,,3.9
Bonneville,1/24/07,,,,14,4,,,,,,,,,3.3
Bonneville,1/25/07,,,,2,1,,,,,,,,,3.3
Bonneville,1/26/07,,,,2,,,,,,,,,,3.3
Bonneville,1/27/07,,,,9,2,,,,,,,,,3.3
Bonneville,1/28/07,,,,3,1,,,,,,,,,2.8
Bonneville,1/29/07,,,,9,2,,,,,,,,,2.8
Bonneville,1/30/07,,,,2,,,,,,,,,,2.8
Bonneville,1/31/07,,,,3,1,,,,,,,,,2.8
Bonneville,2/1/07,,,,7,1,,,,,,,,,2.8
Bonneville,2/2/07,,,,9,2,,,,,,,,,2.8
Bonneville,2/3/07,,,,8,2,,,,,,,,,2.8
Bonneville,2/4/07,,,,5,,,,,,,,,,2.8
Bonneville,2/5/07,,,,8,4,,,,,,,,,2.8
Bonneville,2/6/07,,,,2,1,,,,,,,,,3.3
Bonneville,2/7/07,,,,-1,,,,,,,,,,3.3
Bonneville,2/8/07,,,,1,1,,,,,,,,,3.3
Bonneville,2/9/07,,,,7,2,,,,,,,,,3.3
Bonneville,2/10/07,,,,12,4,,,,,,,,,3.3
Bonneville,2/11/07,,,,7,1,,,,,,,,,3.3
Bonneville,2/12/07,,,,8,1,,,,,,,,,3.3
Bonneville,2/13/07,,,,5,1,,,,,,,,,3.9
Bonneville,2/14/07,,,,4,,,,,,,,,,3.9
Bonneville,2/15/07,,,,35,11,,,,,,,,,3.3
Bonneville,2/16/07,,,,88,29,,,,,,,,,3.9
Bonneville,2/17/07,,,,19,8,,,,,,,,,4.4
Bonneville,2/18/07,,,,31,11,,,,,,,,,4.4
Bonneville,2/19/07,,,,11,5,,,,,,,,,4.4
Bonneville,2/20/07,,,,22,10,,,,,,,,,5
Bonneville,2/21/07,,,,9,2,,,,,,,,,4.2
Bonneville,2/22/07,,,,23,6,,,,,,,,,4.1
Bonneville,2/23/07,,,,10,2,,,,,,,,,4.2
Bonneville,2/24/07,,,,8,2,,,,,,,,,4.1
Bonneville,2/25/07,,,,15,3,,,,,,,,,4.1
Bonneville,2/26/07,,,,17,3,,,,,,,,,4.2
Bonneville,2/27/07,,,,12,4,,,,,,,,,4.3
Bonneville,2/28/07,,1,,5,2,,,,,,,,,4.3
Bonneville,3/1/07,,,,13,6,,,,,,,,,4.3
Bonneville,3/2/07,,,,25,10,,,,,,,,,4.3
Bonneville,3/3/07,,,,23,6,,,,,,,,,4.5
Bonneville,3/4/07,,2,,14,6,,,,,,,,,4.7
Bonneville,3/5/07,,,,21,4,,,,,,,,,4.8
Bonneville,3/6/07,,1,,34,12,,,,,,,,,5
Bonneville,3/7/07,,4,,38,12,,,,,,,,,5.1
Bonneville,3/8/07,,5,,41,12,,,,,,,,,5.1
Bonneville,3/9/07,,2,,24,7,,,,,,,,,5.1
Bonneville,3/10/07,,,,78,20,,,,,,,,,5.1
Bonneville,3/11/07,,,,124,38,,,,,,,,,5.3
Bonneville,3/12/07,,,,90,25,,,,,,,,,5.5
Bonneville,3/13/07,,2,,87,34,,,,,,,,,5.8
Bonneville,3/14/07,,4,,77,29,,,,,,,,,5.9
Bonneville,3/15/07,Sp,2,,37,12,,,,,,,,,5.7
Bonneville,3/16/07,Sp,,,23,6,,,,,,,,,5.6
Bonneville,3/17/07,Sp,1,,21,5,,,,,,,,,5.8
Bonneville,3/18/07,Sp,3,,35,9,,,,,,,,,6.2
Bonneville,3/19/07,Sp,3,,34,9,,,,,,,,,6.4
Bonneville,3/20/07,Sp,5,,40,19,,,,,,,,,6.5
Bonneville,3/21/07,Sp,1,,43,15,,,,,,,,,6.5
Bonneville,3/22/07,Sp,2,,49,21,,,,,,,,,6.9
Bonneville,3/23/07,Sp,3,,59,21,,,,,,,,,7.4
Bonneville,3/24/07,Sp,5,,60,21,,,,,,,,,7.5
Bonneville,3/25/07,Sp,6,,55,22,,,,,,,,,7.5
Bonneville,3/26/07,Sp,8,,53,12,,,,,,,,,7.4
Bonneville,3/27/07,Sp,10,,55,12,,,,,,,,,7.3
Bonneville,3/28/07,Sp,3,,67,19,,,,,,,,,7.4
Bonneville,3/29/07,Sp,1,,59,11,,,,,,,,,7.5
Bonneville,3/30/07,Sp,,,78,21,,,,,,,,,7.5
Bonneville,3/31/07,Sp,2,,57,20,,,,,,,,,7.5
Bonneville,4/1/07,Sp,8,,77,24,,,,,,,,,7.3
Bonneville,4/2/07,Sp,3,,40,14,,,,,,,,,7.2
Bonneville,4/3/07,Sp,3,,53,15,,,,,,,,,7.2
Bonneville,4/4/07,Sp,2,,54,16,,,,,,,,,7.5
Bonneville,4/5/07,Sp,10,,37,9,,,,,,,,,7.7
Bonneville,4/6/07,Sp,36,1,52,21,,,,,,,,,8
Bonneville,4/7/07,Sp,21,,39,17,,,,,,,,,8.1
Bonneville,4/8/07,Sp,36,,38,14,,,,,,,,,8.2
Bonneville,4/9/07,Sp,65,1,29,6,,,,,,,,,8.3
Bonneville,4/10/07,Sp,128,1,35,4,,,,,,,,,8.2
Bonneville,4/11/07,Sp,253,1,35,12,,,,,,,,,8.4
Bonneville,4/12/07,Sp,183,2,19,4,,,,,,,,,8.3
