Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1/1/03,,,,20,-3,,,,,,,,,6.7
Bonneville,1/2/03,,,,15,-2,,,,,,,,,6.7
Bonneville,1/3/03,,,,19,4,,,,,,,,,6.7
Bonneville,1/4/03,,,,16,7,,-1,1,,,,,,6.7
Bonneville,1/5/03,,,,-5,,,,,,,,,,6.7
Bonneville,1/6/03,,,,-2,-1,,,,,,,,,6.5
Bonneville,1/7/03,,,,14,,,,,,,,,,6.2
Bonneville,1/8/03,,,,5,,,,,,,,,,6.1
Bonneville,1/9/03,,,,30,6,,,,,,,,,5.9
Bonneville,1/10/03,,,,9,2,,,,,,,,,5.8
Bonneville,1/11/03,,,,14,,,,,,,,,,5.7
Bonneville,1/12/03,,,,15,-1,,,,,,,,,5.7
Bonneville,1/13/03,,,,32,4,,,,,,,,,5.8
Bonneville,1/14/03,,,,33,9,,,,,,,,,6
Bonneville,1/15/03,,,,23,5,,,,,,,,,6
Bonneville,1/16/03,,-1,,44,12,,,,,,,,,6.1
Bonneville,1/17/03,,,,28,7,,,,,,,,,6.1
Bonneville,1/18/03,,1,,48,19,,,,,,,,,5.9
Bonneville,1/19/03,,,,24,9,,,,,,,,,5.8
Bonneville,1/20/03,,,,21,6,,,,,,,,,5.8
Bonneville,1/21/03,,,,14,-1,,,,,,,,,5.7
Bonneville,1/22/03,,2,,8,-2,,,,,,,,,5.5
Bonneville,1/23/03,,-1,,10,-1,,,,,,,,,5.5
Bonneville,1/24/03,,1,,20,4,,,,,,,,,5.6
Bonneville,1/25/03,,2,,7,4,,,,,,,,,5.6
Bonneville,1/26/03,,-1,,54,9,,,,,,,,,5.7
Bonneville,1/27/03,,,,45,1,,,,,,,,,6
Bonneville,1/28/03,,,,46,4,,,,,,,,,5.9
Bonneville,1/29/03,,2,,39,14,,,,,,,,,5.8
Bonneville,1/30/03,,,,30,6,,,,,,,,,5.8
Bonneville,1/31/03,,1,,48,6,,,,,,,,,6
Bonneville,2/1/03,,4,,3,-1,,,,,,,,,6
