Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,3/15/1994,Sp,7,,29,7,,,,,,,,,6.7
Bonneville,3/16/1994,Sp,9,,31,11,,,,,,,,,7.2
Bonneville,3/17/1994,Sp,16,,26,11,,,,,,,,,7.2
Bonneville,3/18/1994,Sp,10,,49,14,,,,,,,,,6.7
Bonneville,3/19/1994,Sp,6,,24,14,,,,,,,,,7.2
Bonneville,3/20/1994,Sp,6,,30,15,,,,,,,,,7.2
Bonneville,3/21/1994,Sp,5,,7,3,,,,,,,,,7.2
Bonneville,3/22/1994,Sp,20,,43,7,,,,,,,,,7.2
Bonneville,3/23/1994,Sp,9,,17,9,,,,,,,,,7.8
Bonneville,3/24/1994,Sp,14,,16,12,,,,,,,,,7.2
Bonneville,3/25/1994,Sp,26,,13,7,,,,,,,,,7.2
Bonneville,3/26/1994,Sp,58,,15,8,,,,,,,,,7.8
Bonneville,3/27/1994,Sp,42,,16,6,,,,,,,,,7.8
Bonneville,3/28/1994,Sp,75,,14,6,,,,,,,,,7.8
Bonneville,3/29/1994,Sp,97,,12,,,,,,,,,,7.8
Bonneville,3/30/1994,Sp,75,,36,14,,,,,,,,,8.9
Bonneville,3/31/1994,Sp,30,,44,,,,,,,,,,8.9
Bonneville,4/1/1994,Sp,92,1,78,24,,,,,,,,,8.7
Bonneville,4/2/1994,Sp,98,,75,24,,,,,,,,,8.9
Bonneville,4/3/1994,Sp,150,1,95,23,,,,,,,,,8.9
Bonneville,4/4/1994,Sp,239,1,89,21,,,,,,,,,8.8
Bonneville,4/5/1994,Sp,91,,66,16,,,,,,,,,8.8
Bonneville,4/6/1994,Sp,40,,48,13,,,,,,,,,8.8
Bonneville,4/7/1994,Sp,97,,88,18,,,,,,,,,8.8
Bonneville,4/8/1994,Sp,119,,72,26,,,,,,,,,8.9
Bonneville,4/9/1994,Sp,190,,78,15,,,,,,,,,9.1
Bonneville,4/10/1994,Sp,304,,56,14,,,,,,,,,9.2
Bonneville,4/11/1994,Sp,408,2,61,23,,,,,,,,,9.8
Bonneville,4/12/1994,Sp,612,1,54,16,,,,,,,,,10
Bonneville,4/13/1994,Sp,392,,53,14,,,,,,,,,10
Bonneville,4/14/1994,Sp,216,,52,16,,,,,,,,,10
Bonneville,4/15/1994,Sp,284,,59,16,,,,,,,,,10.4
Bonneville,4/16/1994,Sp,841,1,65,23,,,,,,,,,10.5
Bonneville,4/17/1994,Sp,939,,48,9,,,,,,,,,10.7
