Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,1/1/2018,,,,5,4,,1,-1,,,,,,
Bonneville,1/2/2018,,1,,4,1,,,,,,,,,
Bonneville,1/3/2018,,,,3,1,,-1,,,,,,,
Bonneville,1/4/2018,,,,5,2,,,,,-1,,,,
Bonneville,1/5/2018,,,,10,3,,,,,,,,,
Bonneville,1/6/2018,,,,3,2,,,,,-1,,,,
Bonneville,1/7/2018,,,,1,,,,,,,,,,
Bonneville,1/8/2018,,1,,4,3,,,,,,,,,
Bonneville,1/9/2018,,,,2,,,,,,,,,,
Bonneville,1/10/2018,,,,2,,,,,,-1,,,,
Bonneville,1/11/2018,,,,23,13,,,,,,,,,
Bonneville,1/12/2018,,,,27,10,,,,,,,,,
Bonneville,1/13/2018,,,,11,8,,1,,,,,,,
Bonneville,1/14/2018,,,,6,,,,,,,,,,
Bonneville,1/15/2018,,,,14,5,,,,,,,,,
Bonneville,1/16/2018,,,,6,3,,,,,,,,,
Bonneville,1/17/2018,,,,8,3,,,,,-1,,,,
Bonneville,1/18/2018,,,,8,2,,,,,,,,,
Bonneville,1/19/2018,,,,9,4,,,,,,,,,
Bonneville,1/20/2018,,,,15,8,,,,,,,,,
Bonneville,1/21/2018,,,,4,1,,,,,,,,,
Bonneville,1/22/2018,,,,9,6,,,,,-1,,,,
Bonneville,1/23/2018,,,,2,1,,,,,,,,,
Bonneville,1/24/2018,,,,4,2,,,,,,,,,
Bonneville,1/25/2018,,,,4,4,,,,,,,,,
Bonneville,1/26/2018,,,,1,1,,,,,,,,,
Bonneville,1/27/2018,,,,6,3,,,,,,,,,
Bonneville,1/28/2018,,,,9,3,,,,,,,,,
Bonneville,1/29/2018,,,,12,5,,,,,,,,,
Bonneville,1/30/2018,,,,15,8,,,,,,,,,
Bonneville,1/31/2018,,,,6,,,,,,,,,,
Bonneville,2/1/2018,,,,12,6,,,,,,,,,
Bonneville,2/2/2018,,,,10,4,,,,,,,,,
Bonneville,2/3/2018,,,,20,4,,,,,,,,,
Bonneville,2/4/2018,,,,30,14,,,,,,,,,
Bonneville,2/5/2018,,,,11,7,,,,,-1,,,,
Bonneville,2/6/2018,,,,18,6,,,,,,,,,
Bonneville,2/7/2018,,,,9,4,,,,,,,,,
Bonneville,2/8/2018,,,,14,8,,,,,,,,,
Bonneville,2/9/2018,,,,15,7,,,,,,,,,
Bonneville,2/10/2018,,,,44,19,,,,,,,,,
Bonneville,2/11/2018,,,,41,16,,,,,,,,,
Bonneville,2/12/2018,,,,21,8,,,,,,,,,
Bonneville,2/13/2018,,,,9,,,,,,7,,,,
Bonneville,2/14/2018,,,,19,8,,,,,,,,,
Bonneville,2/15/2018,,,,15,4,,,,,,,,,
Bonneville,2/16/2018,,,,11,5,,,,,,,,,
Bonneville,2/17/2018,,,,15,5,,,,,,,,,
Bonneville,2/18/2018,,,,9,7,,,,,,,,,
Bonneville,2/19/2018,,,,3,2,,,,,,,,,
Bonneville,2/20/2018,,,,9,5,,,,,,,,,
Bonneville,2/21/2018,,,,10,7,,,,,,,,,
Bonneville,2/22/2018,,,,6,2,,,,,,,,,
Bonneville,2/23/2018,,,,7,4,,,,,,,,,
Bonneville,2/24/2018,,,,3,2,,,,,-1,,,,
Bonneville,2/25/2018,,,,20,11,,,,,,,,,
Bonneville,2/26/2018,,,,6,3,,,,,,,,,
Bonneville,2/27/2018,,,,12,3,,,,,,,,,
