Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,3/15/1993,Sp,1,,37,,,,,,,,,,3.9
Bonneville,3/16/1993,Sp,,,61,,,,,,,,,,3.9
Bonneville,3/17/1993,Sp,,,36,,,,,,,,,,3.9
Bonneville,3/18/1993,Sp,,,30,,,,,,,,,,4.4
Bonneville,3/19/1993,Sp,2,,54,,,,,1,,,,,4.4
Bonneville,3/20/1993,Sp,5,,24,,,,,2,,,,,4.4
Bonneville,3/21/1993,Sp,13,,78,,,,,8,,,,,5
Bonneville,3/22/1993,Sp,24,,61,,,,,,,,,,6.1
Bonneville,3/23/1993,Sp,10,,-4,,,,,,,,,,5.6
Bonneville,3/24/1993,Sp,3,,28,,,,,,,,,,4.4
Bonneville,3/25/1993,Sp,16,,72,,,,,,,,,,5.6
Bonneville,3/26/1993,Sp,4,,63,,,,,,,,,,6.1
Bonneville,3/27/1993,Sp,5,,42,,,,,,,,,,6.7
Bonneville,3/28/1993,Sp,15,,40,,,,,,,,,,7.2
Bonneville,3/29/1993,Sp,23,,68,,,,,,,,,,8.1
Bonneville,3/30/1993,Sp,51,,31,,,,,,,,,,8.3
Bonneville,3/31/1993,Sp,54,,50,,,,,,,,,,7.8
Bonneville,4/1/1993,Sp,212,,99,,,,,,,,,,7.1
Bonneville,4/2/1993,Sp,147,,56,,,,,,,,,,7.2
Bonneville,4/3/1993,Sp,178,1,88,,,,,,,,,,7.4
Bonneville,4/4/1993,Sp,224,1,101,,,,,,,,,,7.6
Bonneville,4/5/1993,Sp,476,,60,,,,,,,,,,7.8
Bonneville,4/6/1993,Sp,562,,48,,,,,,,,,,7.9
Bonneville,4/7/1993,Sp,327,,93,,,,,,,,,,8.2
Bonneville,4/8/1993,Sp,255,1,70,,,,,,,,,,8.5
Bonneville,4/9/1993,Sp,400,1,63,,,,,,,,,,8.7
Bonneville,4/10/1993,Sp,505,2,30,,,,,,,,,,8.8
Bonneville,4/11/1993,Sp,624,1,55,,,,,,,,,,8.8
Bonneville,4/12/1993,Sp,711,2,69,,,,,,,,,,9
Bonneville,4/13/1993,Sp,1033,6,77,,,,,,,,,,9.1
Bonneville,4/14/1993,Sp,3097,6,81,,,,,,,,,,9.3
Bonneville,4/15/1993,Sp,5560,12,67,,,,,,,,,,9.5
Bonneville,4/16/1993,Sp,4798,6,58,,,,,,,,,,9.7
Bonneville,4/17/1993,Sp,4230,3,37,,,,,,,,,,9.8
Bonneville,4/18/1993,Sp,3241,4,48,,,,,,,,,,9.8
Bonneville,4/19/1993,Sp,4036,7,58,,,,,,,,,,9.8
Bonneville,4/20/1993,Sp,4202,21,55,,,,,1,,,,,10
Bonneville,4/21/1993,Sp,5315,36,71,,,,,,,,,,10.3
Bonneville,4/22/1993,Sp,4900,40,62,,,,,,,,,,10.5
Bonneville,4/23/1993,Sp,5464,30,44,,,,,,,,,,10.5
Bonneville,4/24/1993,Sp,5083,20,45,,,,,,,,,,10.7
Bonneville,4/25/1993,Sp,2853,9,24,,,,,,,,,,10.7
Bonneville,4/26/1993,Sp,5318,43,36,,,,,,,,,,10.7
Bonneville,4/27/1993,Sp,4307,47,45,,,,,,,,,,11.1
Bonneville,4/28/1993,Sp,3665,24,22,,,,,3,,,,,11.3
Bonneville,4/29/1993,Sp,2514,12,34,,,,,2,,,,,11.4
Bonneville,4/30/1993,Sp,2584,18,39,,,,,4,,,,,11.7
Bonneville,5/1/1993,Sp,1827,17,11,,,,,1,,,,,12
Bonneville,5/2/1993,Sp,2041,15,29,,,,,8,,,,,11.8
Bonneville,5/3/1993,Sp,3420,36,25,,,,,34,,,,,11.9
Bonneville,5/4/1993,Sp,2418,43,22,,,,,1,,,,,11.9
Bonneville,5/5/1993,Sp,1784,39,39,,,,,48,,,,,12.1
Bonneville,5/6/1993,Sp,2308,47,31,,,,,47,,,,,12.2
Bonneville,5/7/1993,Sp,1354,50,47,,,,,14,,,,,12.2
Bonneville,5/8/1993,Sp,1315,44,49,,,,,6,,,,,12.2
Bonneville,5/9/1993,Sp,920,34,80,,,,,32,,,,,12.2
Bonneville,5/10/1993,Sp,852,38,63,,,,,163,,,,,12.4
Bonneville,5/11/1993,Sp,1244,33,102,,,,,86,,,,,12.6
Bonneville,5/12/1993,Sp,1183,41,109,,,,,184,,,,,12.8
Bonneville,5/13/1993,Sp,1265,59,114,,,,,99,,,,,12.9
Bonneville,5/14/1993,Sp,871,52,106,,,,,54,,,,,13
Bonneville,5/15/1993,Sp,705,48,96,,,,,118,,,,,13.4
